0, 15611
1, 2816
2, 1873
3, 1622
4, 1215
5, 992
6, 937
7, 849
8, 784
9, 724
10, 641
11, 634
12, 539
13, 594
14, 525
15, 518
16, 521
17, 468
18, 408
19, 366
20, 391
21, 368
22, 333
23, 358
24, 376
25, 312
26, 315
27, 304
28, 302
29, 275
30, 274
31, 257
32, 237
33, 252
34, 243
35, 232
36, 201
37, 233
38, 204
39, 225
40, 178
41, 205
42, 206
43, 181
44, 190
45, 206
46, 176
47, 214
48, 184
49, 185
50, 198
51, 171
52, 171
53, 200
54, 156
55, 175
56, 152
57, 149
58, 171
59, 170
60, 176
61, 174
62, 142
63, 155
64, 148
65, 132
66, 148
67, 160
68, 148
69, 125
70, 141
71, 125
72, 122
73, 133
74, 126
75, 125
76, 131
77, 130
78, 141
79, 138
80, 120
81, 108
82, 144
83, 113
84, 106
85, 138
86, 123
87, 98
88, 115
89, 109
90, 103
91, 97
92, 134
93, 107
94, 98
95, 106
96, 89
97, 98
98, 97
99, 77
100, 104
101, 86
102, 82
103, 91
104, 96
105, 95
106, 82
107, 77
108, 93
109, 94
110, 76
111, 85
112, 76
113, 83
114, 88
115, 82
116, 83
117, 66
118, 81
119, 90
120, 80
121, 79
122, 58
123, 86
124, 66
125, 63
126, 69
127, 66
128, 87
129, 91
130, 83
131, 61
132, 63
133, 80
134, 72
135, 63
136, 50
137, 67
138, 80
139, 53
140, 69
141, 71
142, 77
143, 64
144, 54
145, 64
146, 67
147, 76
148, 76
149, 58
150, 66
151, 62
152, 59
153, 58
154, 56
155, 56
156, 52
157, 73
158, 69
159, 65
160, 73
161, 70
162, 55
163, 71
164, 66
165, 72
166, 58
167, 65
168, 61
169, 61
170, 63
171, 61
172, 48
173, 59
174, 58
175, 82
176, 71
177, 66
178, 64
179, 59
180, 52
181, 63
182, 60
183, 70
184, 53
185, 52
186, 60
187, 59
188, 43
189, 65
190, 53
191, 62
192, 67
193, 62
194, 52
195, 50
196, 66
197, 58
198, 68
199, 64
200, 60
201, 59
202, 59
203, 68
204, 55
205, 60
206, 50
207, 66
208, 63
209, 62
210, 62
211, 44
212, 57
213, 67
214, 51
215, 39
216, 51
217, 76
218, 63
219, 53
220, 43
221, 54
222, 64
223, 65
224, 53
225, 51
226, 50
227, 58
228, 47
229, 44
230, 64
231, 59
232, 45
233, 54
234, 56
235, 54
236, 47
237, 62
238, 58
239, 47
240, 47
241, 53
242, 54
243, 66
244, 45
245, 61
246, 57
247, 61
248, 66
249, 35
250, 51
251, 59
252, 50
253, 53
254, 67
255, 63
