0, 1295
1, 1085
2, 808
3, 603
4, 433
5, 416
6, 337
7, 258
8, 223
9, 236
10, 186
11, 185
12, 160
13, 175
14, 159
15, 144
16, 125
17, 119
18, 116
19, 118
20, 108
21, 106
22, 93
23, 95
24, 89
25, 91
26, 82
27, 88
28, 73
29, 102
30, 74
31, 71
32, 100
33, 85
34, 76
35, 58
36, 61
37, 79
38, 66
39, 61
40, 56
41, 79
42, 64
43, 76
44, 90
45, 77
46, 81
47, 57
48, 77
49, 63
50, 53
51, 70
52, 61
53, 72
54, 71
55, 43
56, 53
57, 63
58, 48
59, 39
60, 66
61, 59
62, 54
63, 47
64, 64
65, 48
66, 55
67, 50
68, 41
69, 32
70, 35
71, 41
72, 48
73, 51
74, 46
75, 52
76, 45
77, 59
78, 40
79, 50
80, 42
81, 36
82, 43
83, 54
84, 29
85, 44
86, 35
87, 47
88, 36
89, 42
90, 45
91, 34
92, 40
93, 38
94, 40
95, 35
96, 35
97, 27
98, 43
99, 39
100, 47
101, 32
102, 47
103, 47
104, 36
105, 38
106, 46
107, 36
108, 45
109, 37
110, 46
111, 50
112, 47
113, 51
114, 42
115, 35
116, 47
117, 44
118, 41
119, 39
120, 44
121, 44
122, 46
123, 48
124, 36
125, 43
126, 48
127, 47
128, 47
129, 43
130, 49
131, 38
132, 46
133, 35
134, 42
135, 33
136, 33
137, 34
138, 39
139, 35
140, 24
141, 44
142, 36
143, 35
144, 37
145, 38
146, 29
147, 35
148, 26
149, 41
150, 27
151, 38
152, 41
153, 34
154, 41
155, 35
156, 29
157, 33
158, 28
159, 37
160, 33
161, 30
162, 33
163, 37
164, 40
165, 36
166, 27
167, 42
168, 25
169, 42
170, 35
171, 39
172, 41
173, 41
174, 25
175, 45
176, 33
177, 46
178, 28
179, 31
180, 43
181, 32
182, 35
183, 39
184, 49
185, 20
186, 30
187, 38
188, 35
189, 37
190, 30
191, 45
192, 43
193, 41
194, 40
195, 47
196, 43
197, 47
198, 45
199, 47
200, 37
201, 47
202, 50
203, 52
204, 49
205, 47
206, 27
207, 38
208, 43
209, 36
210, 54
211, 52
212, 44
213, 57
214, 45
215, 47
216, 48
217, 29
218, 43
219, 35
220, 44
221, 39
222, 41
223, 40
224, 34
225, 34
226, 53
227, 39
228, 50
229, 46
230, 47
231, 44
232, 57
233, 52
234, 54
235, 44
236, 62
237, 53
238, 53
239, 50
240, 55
241, 75
242, 77
243, 72
244, 64
245, 79
246, 89
247, 98
248, 103
249, 107
250, 122
251, 134
252, 148
253, 196
254, 223
255, 312
256, 412
257, 254
258, 182
259, 133
260, 110
261, 113
262, 86
263, 65
264, 58
265, 51
266, 38
267, 35
268, 45
269, 32
270, 40
271, 32
272, 30
273, 32
274, 38
275, 21
276, 35
277, 19
278, 23
279, 22
280, 27
281, 25
282, 21
283, 24
284, 26
285, 20
286, 18
287, 16
288, 15
289, 14
290, 12
291, 14
292, 20
293, 17
294, 29
295, 20
296, 15
297, 22
298, 19
299, 24
300, 21
301, 19
302, 16
303, 19
304, 17
305, 13
306, 20
307, 18
308, 13
309, 16
310, 11
311, 15
312, 23
313, 6
314, 15
315, 14
316, 9
317, 12
318, 15
319, 6
320, 13
321, 13
322, 16
323, 15
324, 20
325, 13
326, 12
327, 23
328, 19
329, 9
330, 21
331, 16
332, 9
333, 16
334, 18
335, 14
336, 11
337, 13
338, 15
339, 13
340, 11
341, 9
342, 10
343, 18
344, 15
345, 13
346, 12
347, 10
348, 11
349, 6
350, 9
351, 13
352, 14
353, 9
354, 12
355, 11
356, 8
357, 14
358, 12
359, 5
360, 16
361, 12
362, 12
363, 8
364, 15
365, 10
366, 13
367, 9
368, 8
369, 9
370, 7
371, 9
372, 9
373, 11
374, 13
375, 20
376, 9
377, 10
378, 8
379, 10
380, 14
381, 11
382, 12
383, 16
384, 7
385, 8
386, 21
387, 11
388, 14
389, 19
390, 12
391, 13
392, 19
393, 9
394, 16
395, 11
396, 13
397, 10
398, 5
399, 11
400, 9
401, 10
402, 8
403, 9
404, 5
405, 16
406, 10
407, 9
408, 9
409, 7
410, 10
411, 14
412, 8
413, 14
414, 7
415, 5
416, 6
417, 8
418, 14
419, 4
420, 7
421, 8
422, 9
423, 13
424, 9
425, 19
426, 7
427, 14
428, 11
429, 10
430, 14
431, 12
432, 10
433, 8
434, 9
435, 6
436, 8
437, 15
438, 9
439, 7
440, 15
441, 13
442, 14
443, 9
444, 6
445, 16
446, 13
447, 11
448, 11
449, 12
450, 13
451, 12
452, 8
453, 12
454, 18
455, 6
456, 11
457, 13
458, 21
459, 11
460, 12
461, 11
462, 12
463, 13
464, 12
465, 14
466, 20
467, 17
468, 17
469, 22
470, 16
471, 11
472, 11
473, 11
474, 13
475, 11
476, 13
477, 13
478, 11
479, 15
480, 10
481, 26
482, 11
483, 11
484, 8
485, 12
486, 16
487, 16
488, 12
489, 20
490, 12
491, 21
492, 17
493, 16
494, 17
495, 29
496, 17
497, 22
498, 23
499, 31
500, 26
501, 34
502, 41
503, 31
504, 27
505, 35
506, 44
507, 53
508, 55
509, 71
510, 84
511, 132
512, 170
513, 90
514, 87
515, 64
516, 48
517, 47
518, 43
519, 31
520, 21
521, 33
522, 16
523, 15
524, 20
525, 17
526, 18
527, 14
528, 14
529, 22
530, 13
531, 20
532, 14
533, 11
534, 11
535, 9
536, 8
537, 7
538, 12
539, 12
540, 10
541, 14
542, 12
543, 7
544, 13
545, 6
546, 4
547, 10
548, 6
549, 18
550, 14
551, 11
552, 5
553, 10
554, 4
555, 12
556, 13
557, 6
558, 9
559, 5
560, 8
561, 12
562, 8
563, 9
564, 9
565, 7
566, 14
567, 8
568, 7
569, 6
570, 10
571, 4
572, 12
573, 4
574, 8
575, 4
576, 9
577, 9
578, 7
579, 8
580, 3
581, 4
582, 2
583, 10
584, 6
585, 7
586, 4
587, 8
588, 7
589, 4
590, 6
591, 9
592, 5
593, 10
594, 2
595, 3
596, 8
597, 8
598, 6
599, 3
600, 4
601, 5
602, 8
603, 4
604, 6
605, 10
606, 3
607, 4
608, 6
609, 2
610, 3
611, 5
612, 6
613, 4
614, 4
615, 5
616, 10
617, 4
618, 5
619, 4
620, 7
621, 2
622, 1
623, 9
624, 1
625, 5
626, 5
627, 7
628, 3
629, 1
630, 2
631, 5
632, 12
633, 6
634, 7
635, 4
636, 6
637, 4
638, 5
639, 2
640, 4
641, 8
642, 5
643, 4
644, 7
645, 7
646, 12
647, 9
648, 2
649, 4
650, 5
651, 9
652, 2
653, 7
654, 4
655, 4
656, 4
657, 4
658, 1
659, 8
660, 2
661, 3
662, 8
663, 5
664, 7
665, 5
666, 3
667, 2
668, 5
669, 5
670, 5
671, 7
672, 5
673, 6
674, 6
675, 4
676, 3
677, 5
678, 9
679, 6
680, 3
681, 4
682, 3
683, 6
684, 8
685, 9
686, 4
687, 9
688, 8
689, 7
690, 11
691, 9
692, 6
693, 7
694, 2
695, 4
696, 6
697, 4
698, 8
699, 2
700, 6
701, 3
702, 7
703, 5
704, 5
705, 2
706, 6
707, 2
708, 9
709, 6
710, 4
711, 6
712, 11
713, 6
714, 8
715, 3
716, 9
717, 10
718, 5
719, 5
720, 10
721, 14
722, 14
723, 10
724, 6
725, 5
726, 9
727, 5
728, 7
729, 7
730, 5
731, 7
732, 6
733, 8
734, 4
735, 10
736, 10
737, 4
738, 8
739, 5
740, 6
741, 4
742, 7
743, 11
744, 12
745, 6
746, 6
747, 17
748, 6
749, 9
750, 8
751, 10
752, 18
753, 14
754, 7
755, 16
756, 19
757, 16
758, 28
759, 29
760, 26
761, 25
762, 28
763, 31
764, 46
765, 54
766, 62
767, 77
768, 70
769, 66
770, 45
771, 39
772, 36
773, 37
774, 23
775, 22
776, 25
777, 12
778, 15
779, 24
780, 13
781, 14
782, 17
783, 9
784, 10
785, 12
786, 5
787, 7
788, 12
789, 5
790, 8
791, 7
792, 11
793, 7
794, 4
795, 8
796, 5
797, 6
798, 5
799, 8
800, 8
801, 4
802, 4
803, 8
804, 6
805, 9
806, 4
807, 4
808, 6
809, 10
810, 7
811, 7
812, 9
813, 12
814, 8
815, 4
816, 9
817, 7
818, 6
819, 10
820, 5
821, 11
822, 8
823, 3
824, 6
825, 2
826, 4
827, 4
828, 9
829, 1
830, 3
831, 5
832, 8
833, 3
834, 7
835, 1
836, 3
837, 7
838, 6
839, 3
840, 5
841, 6
842, 4
843, 3
844, 6
845, 2
846, 5
847, 2
848, 1
849, 5
850, 1
851, 3
852, 2
853, 1
854, 8
855, 7
856, 1
857, 2
858, 4
859, 8
860, 3
861, 4
862, 1
863, 3
864, 4
865, 6
866, 8
867, 2
868, 2
869, 3
870, 3
871, 3
872, 1
873, 5
875, 3
876, 1
877, 6
878, 3
879, 5
880, 4
881, 3
882, 2
883, 5
884, 2
885, 3
886, 4
887, 6
888, 2
889, 4
890, 1
891, 3
892, 5
893, 3
894, 6
895, 8
896, 3
897, 8
898, 7
899, 4
900, 6
901, 8
902, 2
903, 5
904, 5
905, 8
906, 3
907, 3
908, 7
909, 3
910, 6
911, 4
912, 4
913, 3
915, 2
916, 1
917, 6
918, 2
919, 2
920, 3
921, 2
923, 1
924, 4
925, 1
926, 2
927, 2
928, 2
929, 3
930, 1
931, 5
932, 2
933, 4
934, 2
935, 5
936, 2
937, 1
938, 4
939, 4
941, 4
942, 4
943, 2
944, 1
945, 4
946, 4
947, 3
948, 3
949, 3
950, 4
951, 4
952, 4
953, 3
954, 4
955, 2
956, 4
957, 2
958, 4
959, 7
960, 5
961, 7
962, 5
963, 5
964, 5
965, 2
966, 2
967, 10
968, 4
969, 2
970, 8
971, 9
972, 5
973, 1
974, 3
975, 3
976, 4
977, 5
978, 5
979, 6
980, 5
981, 7
982, 6
983, 4
984, 4
985, 8
986, 3
987, 5
988, 7
989, 2
990, 7
991, 6
992, 7
993, 6
994, 5
995, 3
996, 4
997, 8
998, 4
999, 9
1000, 10
1001, 6
1002, 10
1003, 7
1004, 9
1005, 8
1006, 8
1007, 10
1008, 14
1009, 11
1010, 10
1011, 11
1012, 16
1013, 15
1014, 17
1015, 15
1016, 19
1017, 20
1018, 22
1019, 33
1020, 31
1021, 30
1022, 37
1023, 51
